filename,question,options,answer,category,id
BNATURE_1100.jpg,গ্রামের ছবিতে কি দেখা যাচ্ছে?,"['একটি নদী ও চর', 'একটি সেতু', 'দূরের গ্রাম', 'সবুজ মাঠ']",একটি নদী ও চর,Nature,P3BN1100
BNATURE_1101.jpg,ছবিতে দোকানে কি ধরনের তথ্য দেখা যাচ্ছে?,"['পণ্যের দাম বা অফার', 'সময়', 'ঠিকানা', 'ওজন']",পণ্যের দাম বা অফার,Social Life,P3BN1101
BNATURE_1102.jpg,চিত্রের দৃশ্যটি কি আলোকপাত করছে?,"['নদী ও নৌকা', 'একটি সেতু', 'কিছু ঘরবাড়ি', 'দূরের পাহাড়']",নদী ও নৌকা,Nature,P3BN1102
BNATURE_1103.jpg,ছবিতে কি দেখা যাচ্ছে?,"['নদী ও মানুষ', 'একটি সেতু', 'বালুচর', 'দূরের গ্রাম']",নদী ও মানুষ,Nature,P3BN1103
BNATURE_1104.jpg,লোকটি যে বাহনে বসে আছে তার নাম কি?,"['বাস', 'ট্রাক', 'নৌকা', 'লঞ্চ']",নৌকা,Nature,P3BN1104
BNATURE_1105.jpg,ছবিতে কি ধরণের প্রাকৃতিক দৃশ্য দেখা যাচ্ছে?,"['জলাভূমি ও সবুজ মাঠ', 'নদী ও চর', 'পাহাড় ও বন', 'সমুদ্র সৈকত']",জলাভূমি ও সবুজ মাঠ,Nature,P3BN1105
BNATURE_1106.jpg,বাসের ড্রাইভার কি করছে?,"['চাকায় হাওয়া দিচ্ছে', 'বাস চালাচ্ছে', 'ঘুমিয়ে আছে', 'শুয়ে আছে']",চাকায় হাওয়া দিচ্ছে,Social Life,P3BN1106
BNATURE_1107.jpg,ছবিতে কি ধরনের দৃশ্য দেখা যাচ্ছে?,"['একটি গ্রামীণ দোকানের দৃশ্য', 'একটি ব্যস্ত শহরের দৃশ্য', 'একটি প্রাকৃতিক দৃশ্য', 'একটি ঐতিহাসিক স্থানের দৃশ্য']",একটি গ্রামীণ দোকানের দৃশ্য,Social Life,P3BN1107
BNATURE_1109.jpg,ছবিতে কোন শিল্পী/ব্যক্তিকে দেখা যাচ্ছে?,"['উস্তাদ আলাউদ্দিন খাঁ', 'বাবা আলাউদ্দিন খান', 'উস্তাদ রাজু মুরলী কাওয়াল', 'নুসরাত ফতেহ আলী খান']",উস্তাদ রাজু মুরলী কাওয়াল,Arts & History,P3BN1109
BNATURE_111.jpg,ছবিতে কোন গাছটি প্রধান্য পেয়েছে?,"['নারিকেল গাছ', 'খেজুর গাছ', 'তাল গাছ', 'আম গাছ']",খেজুর গাছ,Nature,P3BN111
BNATURE_1110.jpg,ছবিতে কি ধরণের বন দেখা যাচ্ছে?,"['ঘন সবুজ বন', 'শুষ্ক ও ফাঁকা বন', 'বাঁশ বাগান', 'ম্যানগ্রোভ বন']",ঘন সবুজ বন,Nature,P3BN1110
BNATURE_1112.jpg,উল্লেখিত ছবিটি কোন ঋতুতে নেওয়া?,"['গ্রীষ্ম', 'বর্ষা', 'শরৎ', 'হেমন্ত']",বর্ষা,Social Life,P3BN1112
BNATURE_1113.jpg,চিত্রের লোক বাজারে কি করছে?,"['কেনাকাটা', 'খেলাধুলা', 'মারামারি', 'পড়াশুনা']",কেনাকাটা,Social Life,P3BN1113
BNATURE_1114.jpg,মেয়েটি কি পড়ে আছে?,"['বোরকা', 'লেহেঙ্গা', 'স্কার্ট', 'ফ্রক']",ফ্রক,Clothing & Fashion,P3BN1114
BNATURE_1115.jpg,ছবিতে কি খাবার দেখা যাচ্ছে?,"['ভাত ও মাছ', 'খিচুড়ি ও সবজি', 'বিরিয়ানি ও মাংস', 'ফ্রাইড রাইস ও তরকারি']",ফ্রাইড রাইস ও তরকারি,Food,P3BN1115
BNATURE_1116.jpg,ছবিতে কি ধরণের খাবার দেখা যাচ্ছে?,"['মিষ্টি', 'ফল', 'বিরিয়ানি', 'পোলাও']",মিষ্টি,Food,P3BN1116
BNATURE_1117.jpg,শিক্ষক ক্লাসে  কি করছে?,"['পড়াচ্ছে', 'খাচ্ছে', 'গল্প করছে', 'শুয়ে আছে']",পড়াচ্ছে,Social Life,P3BN1117
BNATURE_1118.jpg,চিত্রে মা ও বাচ্চার ভিতর কি দেখা যাচ্ছে?,"['ভালোবাসা', 'ঝগড়া', 'বিবাদ', 'সংঘাত']",ভালোবাসা,Social Life,P3BN1118
BNATURE_1119.jpg,ছেলেগুলো কোথায় কাজ করছে?,"['মাঠে', 'ঘাটে', 'দোকানে', 'স্কুলে']",দোকানে,Social Life,P3BN1119
BNATURE_1120.jpg,চিত্রে বাঙ্গালি কোন বিষয় ফুটে উঠেছে?,"['মায়ের ভালোবাসা', 'মায়ের দুঃখ', 'বাবার ভালোবাসা', 'বাবার দুঃখ']",মায়ের ভালোবাসা,Social Life,P3BN1120
BNATURE_1121.jpg,ছবিতে গ্রাম বাংলার কি দেখানো হয়েছে?,"['একটি ধানক্ষেত', 'একটি নদী', 'একটি গ্রাম', 'একটি রাস্তা']",একটি ধানক্ষেত,Nature,P3BN1121
BNATURE_1122.jpg,ছবিতে কোন ফুলটি প্রধান্য পেয়েছে?,"['গোলাপ ফুল', 'পদ্ম ফুল', 'সূর্যমুখী ফুল', 'সরিষা ফুল']",সরিষা ফুল,Nature,P3BN1122
BNATURE_1123.jpg,চিত্রের মানচিত্রে কোন দেশ দেখা যাচ্ছে?,"['ভারত', 'ভুটান', 'থাইল্যান্ড', 'বাংলাদেশ']",বাংলাদেশ,Arts & History,P3BN1123
BNATURE_1124.jpg,গ্রামের ছবিটিতে কি দেখা যাচ্ছে?,"['একটি নদীর দৃশ্য ও একটি লঞ্চ', 'একটি সমুদ্র সৈকত', 'একটি গ্রামের দৃশ্য', 'একটি বনের দৃশ্য']",একটি নদীর দৃশ্য ও একটি লঞ্চ,Nature,P3BN1124
BNATURE_1125.jpg,ছবিতে প্রকৃতির কি ভিন্ন রূপ দেখা যাচ্ছে?,"['একটি মৃত গাছের কাঠামো ও জলমগ্ন ভূমি', 'একটি সবুজ বন', 'একটি শুকনো মরুভূমি', 'একটি বরফে ঢাকা অঞ্চল']",একটি মৃত গাছের কাঠামো ও জলমগ্ন ভূমি,Nature,P3BN1125
CHITTRON_7560.png,লোকটি কিসের ধারে দাড়িয়ে আছে?,"['নদী', 'পুকুর', 'খাল', 'বিল']",পুকুর,Social Life,P3CH7560
CHITTRON_7561.png,চিত্রের বস্তুটি কোন কাজে ব্যবহৃত হয়?,"['সেচকাজে', 'মাছধরায়', 'পড়ালেখায়', 'খেলাধুলায়']",মাছধরায়,Social Life,P3CH7561
CHITTRON_7562.png,মেয়েটি কি বিক্রি করছে?,"['গাছ', 'ফুল', 'মালা', 'হাঁড়ী']",মালা,Social Life,P3CH7562
CHITTRON_7563.png,উল্লেখিত ব্যক্তিবর্গের পরিচয় কি?,"['মা ও শিশু', 'মা ও বাবা', 'ভাই ও বোন', 'খালা ও ফুফু']",মা ও শিশু,Social Life,P3CH7563
CHITTRON_7564.png,চিত্রের প্রদর্শিত প্রাণীটি কি?,"['গরু', 'ছাগল', 'বিড়াল', 'হাস']",বিড়াল,Nature,P3CH7564
CHITTRON_7565.png,উল্লেখিত ছবিতে কি ধরনের বাজার দেখানো হয়েছে?,"['সবজির বাজার', 'মাছের বাজার', 'ফলের বাজার', 'চালের বাজার']",সবজির বাজার,Social Life,P3CH7565
CHITTRON_7567.png,ছবিটির পটভূমিতে প্রধানত কি দেখানো হয়েছে?,"['একটি বাইসাইকেল ও সরিষা ফুলের ক্ষেত', 'একটি তাল গাছ ও ধানের জমি', 'একটি নদীর দৃশ্য ও নৌকা', 'একটি পুরাতন বাড়ির ধ্বংসাবশেষ']",একটি বাইসাইকেল ও সরিষা ফুলের ক্ষেত,Nature,P3CH7567
CHITTRON_7568.png,লোকটি বাঁশ দিয়ে কি তৈরি করছে?,"['মাচা', 'পাতিল', 'চাটাই', 'পাটি']",চাটাই,Social Life,P3CH7568
CHITTRON_7569.png,ছবিটিতে কি প্রকাশিত হয়েছে?,"['দারুশিল্প', 'কারুশিল্প', 'হস্তশিল্প', 'রন্ধনশিল্প']",দারুশিল্প,Arts & History,P3CH7569
CHITTRON_757.png,মহিলাটি হাতে কি বহন করছে?,"['গামলা', 'হাড়ি', 'কলস', 'পাতিল']",কলস,Social Life,P3CH757
CHITTRON_7570.png,চিত্রে বাবা ও ছেলে কি পড়ে আছে?,"['লুঙ্গি', 'শার্ট', 'পাঞ্জাবি', 'কোর্ট']",পাঞ্জাবি,Clothing & Fashion,P3CH7570
CHITTRON_7571.png,পরিবারটি কেমন সময় কাটাচ্ছে?,"['হাসিখুশি', 'দুঃখকষ্ট', 'হতাশা', 'প্রাণবন্ত']",প্রাণবন্ত,Social Life,P3CH7571
CHITTRON_7573.png,লোকটি পানিতে কি ধৌত করছে?,"['পাটের আঁশ', 'রশি', 'প্লাস্টিক', 'রঙ']",পাটের আঁশ,Social Life,P3CH7573
CHITTRON_7574.png,ছবিটি প্রামীন কোন সমাজের প্রতিনিধিত্ব করে?,"['ভোগবিলাস', 'খেটেখাওয়া মানুষ', 'উচ্চবিত্ত', 'সাধারণ মানুষ']",খেটেখাওয়া মানুষ,Social Life,P3CH7574
CHITTRON_7575.png,চিত্রের লোকগুলির পোশাক কি নির্দেশ করছে?,"['হেমন্ত শুভেচ্ছা', 'শরৎশুভ্রম', 'পহেলা বৈশাক', 'বর্ষাশুভেচ্ছা']",পহেলা বৈশাক,Clothing & Fashion,P3CH7575
CHITTRON_7576.png,ছবিতে  গ্রামীণ কোন দৃশ্য ফুটে উঠেছে?,"['নদী ও পশুপাখি', 'একটি সেতু', 'ঘরবাড়ি', 'দূরের আকাশ']",নদী ও পশুপাখি,Nature,P3CH7576
CHITTRON_7577.png,ছবির লোকটিকে দেখে কি মনে হচ্ছে?,"['ক্রেতা', 'বিক্রেতা', 'মজুতদার', 'আড়ৎদার']",বিক্রেতা,Food,P3CH7577
CHITTRON_7578.png,চিত্রে লোকটি কোথায় দাড়িয়ে আছে?,"['খেতের পাশে', 'পুকুরের পাশে', 'রেললাইনের উপর', 'বাজারে']",রেললাইনের উপর,Social Life,P3CH7578
CHITTRON_7579.png,যে নৌকায় লোকজন পার হচ্ছে তাকে কি বলে?,"['নৌকা', 'ডিঙ্গি', 'ট্রলার', 'ফেরী']",ট্রলার,Social Life,P3CH7579
CHITTRON_7581.png,লোকটি কোথায় দাড়িয়ে সুর্যউদয় দেখছে?,"['নদীতে', 'খেতে', 'পাহাড়ে', 'দুর্গে']",পাহাড়ে,Nature,P3CH7581
CHITTRON_7582.png,চিত্রের স্থানটি কোন জেলা?,"['রাজশাহী', 'ঢাকা', 'বরিশাল', 'সিলেট']",ঢাকা,Social Life,P3CH7582
CHITTRON_7583.png,বিস্তীর্ণ জলরাশিতে কি শান্ত দৃশ্য তৈরি হয়েছে?,"['একটি লঞ্চের ছবি', 'একটি পালতোলা নৌকার ছবি', 'একটি মাছ ধরার ট্রলারের ছবি', 'একটি নদীর শান্ত দৃশ্য']",একটি নদীর শান্ত দৃশ্য,Nature,P3CH7583
CHITTRON_7584.png,বাচ্চাটিকে দেখে কোন সময়ের কথা মনে পড়ছে?,"['কৈশোর', 'শৈশব', 'বার্ধক্য', 'শিশু']",শৈশব,Social Life,P3CH7584
CHITTRON_7585.png,ছবিতে গ্রামীণ জীবনের কোন দিকটি ফুটিয়ে তোলা হয়েছে?,"['দৈনন্দিন পরিশ্রম ও জীবিকা নির্বাহ', 'উৎসব ও উদযাপন', 'প্রাকৃতিক দুর্যোগ ও মোকাবিলা', 'ঐতিহ্য ও সংস্কৃতি']",দৈনন্দিন পরিশ্রম ও জীবিকা নির্বাহ,Social Life,P3CH7585
CHITTRON_7586.png,ব্যস্ত চিত্রটি কিসে তোলা?,"['বাসে', 'ট্রেনে', 'জাহাজে', 'ট্রাকে']",ট্রেনে,Social Life,P3CH7586
CHITTRON_7587.png,বাচ্চারা কোথায় খেলা করছে?,"['পার্কে', 'মাঠে', 'ঘাটে', 'বনে']",পার্কে,Social Life,P3CH7587
CHITTRON_7588.png,ছেলেরা কিসের পাশে ক্রিকেট খেলছে?,"['নদী', 'পুকুর', 'রেললাইন', 'বিল']",রেললাইন,Nature,P3CH7588
CHITTRON_7589.png,লোকটি পানিতে কি করছে?,"['গোসল', 'মাছ ধরছে', 'সেচ দিচ্ছে', 'পান করছে']",মাছ ধরছে,Nature,P3CH7589
CHITTRON_759.png,নৌকাটির পিছেনে কি ভেসে উঠেছে?,"['নালা', 'পাহাড়', 'বিল্ডিং', 'চর']",পাহাড়,Nature,P3CH759
CHITTRON_7590.png,"ছেলেটি কোরআন পড়ছে, এটি কোন সমাজের প্রতিনিধিত্ব করে?","['মুসলিম সমাজ', 'সাধারণ সমাজ', 'আধুনিক সমাজ', 'মধ্যযুগীয় সমাজ']",মুসলিম সমাজ,Religious Events,P3CH7590
CHITTRON_7591.png,বিক্রেতা তার দোকানে কি বিক্রি করছে?,"['হাড়ি', 'কলস', 'প্রসাধনী', 'টুপি']",টুপি,Clothing & Fashion,P3CH7591
CHITTRON_7592.png,মেয়েটি যেই নৌকায় বসে আছে তাকে কি বলে?,"['ট্রলার', 'ডিঙ্গি', 'সাম্পান', 'ময়ূরপঙ্খি']",ডিঙ্গি,Nature,P3CH7592
CHITTRON_7593.png,ছেলেটি সাইকেল নিয়ে কেমন রাস্তায় চলছে?,"['শুকনা', 'সবুজ', 'নিমজ্জিত', 'কালো']",নিমজ্জিত,Social Life,P3CH7593
CHITTRON_7594.png,মহিলাটি কিসে উঠতে তাড়াহুড়া করছে?,"['বাসে', 'নৌকায়', 'ট্রেনে', 'ট্রাকে']",ট্রেনে,Social Life,P3CH7594
CHITTRON_7595.png,ছবিটি কোন বাজারকে প্রতিনিধিত্ব করে?,"['মাটির শিল্প', 'কাঁচাবাজার', 'হাঠবাজার', 'মাঠঘাট']",কাঁচাবাজার,Social Life,P3CH7595
CHITTRON_7596.png,লোকটি যা দিয়ে কাপড় তৈরি করছে তাকে কি বলে?,"['বাঁশ', 'কাঠ', 'তাঁত', 'মাকু']",তাঁত,Clothing & Fashion,P3CH7596
CHITTRON_7597.png,গ্রামীণ লোকটি মাথায় কি নিয়ে দাড়িয়ে আছে?,"['ফ্রিজ', 'লাঠি', 'টীভি', 'মোবাইল']",টীভি,Social Life,P3CH7597
CHITTRON_7598.png,চিত্রের স্টেশনটি কোন জায়গার প্রতিনিধিত্ব করছে?,"['রংপুর', 'বরিশাল', 'কমলাপুর', 'সায়দাবাদ']",কমলাপুর,Social Life,P3CH7598
CHITTRON_7599.png,ছবিতে লোকটির হাতে কি ধরণের বাদ্যযন্ত্র দেখা যাচ্ছে?,"['একটি সেতার', 'একটি তানপুরা', 'একটি দোতারা', 'একটি বেহালা']",একটি দোতারা,Arts & History,P3CH7599
CHITTRON_76.png,লোকটি বস্তার উপর বসে কি করছে?,"['পড়ালেখা', 'ধূমপান', 'লেখালেখি', 'খাওয়া']",ধূমপান,Social Life,P3CH76
CHITTRON_760.png,চিত্রে কি ধরনের দোকান দেখা যাচ্ছে?,"['শপিংমল', 'শপিংমার্ট', 'ছোট দোকান', 'মুদি দোকান']",মুদি দোকান,Social Life,P3CH760
CHITTRON_7600.png,লোকটি এক লঞ্চ থেকে আরেক লঞ্চে যাচ্ছে এটি কিসের অভাব নির্দেশ করে?,"['সচেতনতা', 'খাবার', 'পড়ালেখা', 'ইচ্ছা']",সচেতনতা,Social Life,P3CH7600
CHITTRON_7601.png,ছবিতে ধান খেতের পাশে কি রয়েছে?,"['নদী', 'পুকুর', 'ডোবা', 'নালা']",নালা,Social Life,P3CH7601
BNATURE_1001.jpg,"ছবিতে কিছু শিশু গাছের ডালে ঝুলে খেলছে, এবং কিছু শিশু তাদের সাহায্য করছে। বাংলাদেশের গ্রামীণ অঞ্চলে, সাধারণত কোন ধরনের খেলাধুলা বা কার্যকলাপ এমন দৃশ্যের মতো প্রাকৃতিক পরিবেশে শিশুদের মধ্যে প্রচলিত?","['মাছ ধরা', 'কাচে দড়ি খেলা', 'গাছের ডালে ঝুলা', 'পিকনিক']",গাছের ডালে ঝুলা,Sports,P7BN1001
BNATURE_1002.jpg,বাংলাদেশে সেলাই শিল্প ঐতিহ্যবাহী একটি ব্যবসা। এই শিল্পের সাথে সম্পর্কিত কোন একটি পেশা সাধারণত বাংলাদেশের গ্রামীণ ও শহুরে অঞ্চলে  প্রচলিত?,"['তাঁত শিল্পী', 'সেলাই কর্মী', 'ফটোশপ এডিটর', 'মিষ্টান্ন প্রস্তুতকারী']",সেলাই কর্মী,Social Life,P7BN1002
BNATURE_1003.jpg,"চিত্রে দেখানো হচ্ছে, একটি নারী  সাদা বোর্ডে কিছু লিখছেন। বাংলাদেশের শিক্ষা ব্যবস্থায়, নারীদের এই ধরনের ভূমিকা কোন পেশার সাথে সম্পর্কিত?","['চিকিৎসক', 'শিক্ষক', 'ব্যবসায়ী', 'আইনজীবী']",শিক্ষক,Social Life,P7BN1003
BNATURE_1005.jpg,"চিত্রে দেখানো হচ্ছে, সাদা কোট পরিহিত একটি গ্রুপ। বাংলাদেশের কোন পেশায় এ ধরনের পোশাক সাধারণত পরিধান করা হয়?","['চিকিৎসা', 'শিক্ষা', 'ব্যবসা', 'আইন']",চিকিৎসা,Social Life,P7BN1005
BNATURE_1006.jpg,"বাংলাদেশের শহর ও গ্রামের মধ্যে, রাস্তার পাশে দোকান বা কর্মস্থল সাধারণত কোথায় বেশি দেখা যায় এবং কী ধরনের ব্যবসা সেখানে প্রচলিত?","['কাপড় বিক্রি', 'মুদি দোকান', 'হস্তশিল্প ও গৃহস্থালি ব্যবসা', 'চামড়ার পণ্য বিক্রি']",মুদি দোকান,Social Life,P7BN1006
BNATURE_1007.jpg,এই ছবিতে কিছু শিশু স্কুল থেকে বের হয়ে যাচ্ছে এবং তাদের হাতে বই ও খাতাও রয়েছে।বাংলাদেশে শিক্ষা ব্যবস্থা সাধারণত কোন বয়সের মধ্যে শিশুদের স্কুলে ভর্তি হওয়া নিশ্চিত করা হয়?,"['৩-৫ বছর', '৫-৭ বছর', '৭-৯ বছর', '৯-১২ বছর']",৫-৭ বছর,Social Life,P7BN1007
BNATURE_1008.jpg,"এই ছবিতে একটি স্বাস্থ্য কেন্দ্র বা ক্লিনিকে একটি শিশু চিকিৎসা নিচ্ছে এবং কিছু মানুষ দাঁড়িয়ে আছেন। বাংলাদেশে, শিশুদের জন্য স্বাস্থ্য সেবা নিশ্চিত করার উদ্দেশ্যে কোন ধরনের কর্মসূচি সরকার চালিয়ে থাকে?","['শিক্ষা ও প্রশিক্ষণ কর্মসূচি', 'টিকাদান কর্মসূচি', 'রাস্তা নির্মাণ কর্মসূচি', 'খাদ্য সরবরাহ কর্মসূচি']",টিকাদান কর্মসূচি,Social Life,P7BN1008
BNATURE_1011.jpg,"এই ছবিতে দুটি শিশু কাঁধে একটি ভারী মালামাল বহন করছে, যা সাধারণত গ্রামীণ জীবনের একটি দৃশ্য। এই ধরনের পরিস্থিতি সাধারণত কোন কারণে ঘটে?","['শিক্ষা অভাব', 'স্বাস্থ্য সমস্যা', 'দরিদ্রতা', 'সামাজিক সমস্যা']",দরিদ্রতা,Social Life,P7BN1011
BNATURE_1015.jpg,এই ছবিতে একটি বস্তির পরিবেশ দেখানো হচ্ছে যেখানে বন্যার পানি বাড়ির মধ্যে প্রবাহিত হয়েছে।  চিত্রে কোন দুর্যোগটি প্রতিফলিত হয়েছে?,"['ভূমিধস', 'সাইক্লোন', 'বন্যা', 'খরা']",বন্যা,Social Life,P7BN1015
BNATURE_102.jpg,"এই ছবিতে একটি মাটির বাসন বাজারের দৃশ্য দেখা যাচ্ছে, যেখানে মাটির বিভিন্ন ধরনের পণ্য বিক্রি হচ্ছে। বাংলাদেশের গ্রামীণ অঞ্চলে, মাটির তৈরি বিভিন্ন পণ্য যেমন হাঁড়ি, মাটির হাঁড়ি, তাম্বুল ইত্যাদি বিক্রি করার জন্য সাধারণত কোথায় বাজার অনুষ্ঠিত হয়?","['শপিং মল', 'শহরের বড় বাজার', 'হাট-বাজার', 'গ্রামীণ বাজার']",গ্রামীণ বাজার,Arts & History,P7BN102
BNATURE_1023.jpg,"এই ছবিতে একটি মহিলা ইউএসএআইডি (USAID) প্রকল্পের একটি পোস্টারের সামনে দাঁড়িয়ে আছেন। বাংলাদেশে, আন্তর্জাতিক সাহায্য সংস্থাগুলির মাধ্যমে বিভিন্ন উন্নয়ন প্রকল্পের মাধ্যমে মানুষের জীবনমান উন্নয়নের জন্য সাধারণত কোন ধরনের প্রকল্প চালানো হয়?","['কৃষি উন্নয়ন', 'স্বাস্থ্যসেবা', 'শিক্ষা উন্নয়ন', 'আবাসন উন্নয়ন']",স্বাস্থ্যসেবা,Social Life,P7BN1023
BNATURE_1024.jpg,"এই ছবিতে একটি মহিলা রাস্তার পাশে ফুল রেখে শ্রদ্ধা জানাচ্ছেন। বাংলাদেশে, সাধারণত কোন ধরনের পরিস্থিতিতে মানুষ রাস্তার পাশে বা গুরুত্বপূর্ণ স্থানে ফুল রেখে শ্রদ্ধা জ্ঞাপন করে?","['জাতীয় দিবস', 'ধর্মীয় অনুষ্ঠান', 'স্মৃতির প্রতি শ্রদ্ধা', 'রাজনৈতিক কর্মসূচি']",স্মৃতির প্রতি শ্রদ্ধা,Social Life,P7BN1024
BNATURE_1037.jpg,"এই ছবিতে কিছু ছেলে রাস্তার পাশে পানীয় বিক্রি করছে । বাংলাদেশে, সড়ক বা বাজার এলাকায় বিভিন্ন ধরনের পণ্য বিক্রি করা সাধারণত কোন ধরনের পেশার অন্তর্ভুক্ত?","['রাস্তায় ভিক্ষা', 'পথশিশু বিক্রয়', 'দোকানদারি', 'খুচরা বিক্রেতা']",পথশিশু বিক্রয়,Social Life,P7BN1037
BNATURE_1039.jpg,"বাংলাদেশে, প্রাকৃতিক দুর্যোগ বা অন্য কোনো পরিস্থিতিতে মানুষের আশ্রয়ের জন্য সাধারণত কোথায় এই ধরনের জনগণের সমাগম হয়?","['শিক্ষা প্রতিষ্ঠান', 'আশ্রয়কেন্দ্র', 'হাট-বাজার', 'ধর্মীয় প্রতিষ্ঠান']",আশ্রয়কেন্দ্র,Social Life,P7BN1039
BNATURE_104.jpg,"এই ছবিতে কিছু মানুষ একটি নদীর ধারে বিশ্রাম নিচ্ছেন। বাংলাদেশের গ্রামীণ এলাকায়, শ্রমজীবী মানুষ প্রায়শই কোন ধরনের পরিবেশে বিশ্রাম নেন বা কাজের মাঝে বিরতি নেন?","['পার্ক', 'বাজার', 'বাড়ি', 'গাছের নিচে']",গাছের নিচে,Social Life,P7BN104
BNATURE_1040.jpg,"এই ছবিতে কিছু শিশু হাতে চকলেট বা ছোট সাদা বোর্ডে কিছু লিখে পড়াশোনা করছে।বাংলাদেশের কিছু অঞ্চলে, শিশুরা তাদের প্রাথমিক শিক্ষা শুরু করার জন্য সাধারণত কোন ধরনের শিক্ষার পরিবেশে পড়াশোনা শুরু করে?","['স্কুল', 'মাদ্রাসা', 'গৃহশিক্ষক', 'খেলার মাঠ']",স্কুল,Social Life,P7BN1040
BNATURE_105.jpg,"ছবিতে একটি নদী বা জলাশয়ের তীরবর্তী দৃশ্য দেখা যাচ্ছে, যেখানে একটি নৌকা চলছে এবং পেছনে দুটি বাড়ি দেখা যাচ্ছে। এই দৃশ্যের ভিত্তিতে, বাংলাদেশের কোন ধরনের গ্রামীণ অঞ্চলে সাধারণত এমন দৃশ্য পরিলক্ষিত হয়?","['শহরের বাজার', 'নদী তীরবর্তী গ্রাম', 'পাহাড়ি এলাকা', 'সমুদ্র উপকূল']",নদী তীরবর্তী গ্রাম,Nature,P7BN105
BNATURE_1051.jpg,"ছবিতে দেখা যাচ্ছে, একটি নারী কর্মী শিশুদের সঙ্গে খেলা করছে এবং বুদবুদ তৈরি করছে, যা সাধারণত কোন ধরনের দাতব্য বা সমাজসেবামূলক কার্যক্রমের অংশ হিসেবে করা হয়?","['স্কুল শিক্ষা', 'শিশুসেবামূলক কর্মসূচি', 'স্বাস্থ্য সেবা', 'খেলার প্রতিযোগিতা']",শিশুসেবামূলক কর্মসূচি,Social Life,P7BN1051
BNATURE_106.jpg,"বাংলাদেশের গ্রামীণ অঞ্চলে, কৃষির কাজের একটি গুরুত্বপূর্ণ অংশ হিসেবে ধান কাটার সময় সাধারণত কোন ধরনের যন্ত্র বা পদ্ধতি ব্যবহৃত হয়?","['হাতের কোদাল', 'ধান কাটার মেশিন', 'ফসল তোলার হাতিয়া', 'কৃষি ট্রাক']",ধান কাটার মেশিন,Social Life,P7BN106
BNATURE_1060.jpg,"ছবিতে দেখা যাচ্ছে, একজন বিক্রেতা ঝুড়ি মাথায় নিয়ে বাজারে বিভিন্ন শাক-সবজি বা ফল বিক্রি করছেন। বাংলাদেশে, সাধারণত কোথায় এমন দৃশ্য পরিলক্ষিত হয় যেখানে বিভিন্ন ধরনের পণ্য বিক্রেতারা এই ধরনের ঝুড়ি ব্যবহার করেন?","['বাজার', 'শপিং মল', 'কৃষি ফার্ম', 'বাসায়']",বাজার,Social Life,P7BN1060
BNATURE_1066.jpg,"ছবিতে কিছু শিশু পুকুরে কাজ করছে। বাংলাদেশে, এমন দৃশ্য কোথায় দেখা যায়?","['খেলা মাঠ', 'সেচ ক্ষেত', 'রাস্তা', 'বাজার']",সেচ ক্ষেত,Nature,P7BN1066
BNATURE_1067.jpg,ছবিতে শিশু শহীদ মিনারে ফুল নিয়ে দাঁড়িয়ে আছে। এটি কোন জাতীয় দিবসের সাথে সম্পর্কিত?,"['পহেলা বৈশাখ', 'ভাষা দিবস', 'স্বাধীনতা দিবস', 'জাতির পিতা দিবস']",ভাষা দিবস,Arts & History,P7BN1067
BNATURE_1077.jpg,ছবিতে দুটি শিশু একটি কুটিরে বই পড়ছে। বাংলাদেশের কোন ধরনের এলাকায় সাধারণত এমন দৃশ্য পরিলক্ষিত হয়?,"['শহুরে পরিবেশ', 'গ্রামীণ এলাকা', 'শিক্ষা প্রতিষ্ঠান', 'বাজার']",গ্রামীণ এলাকা,Social Life,P7BN1077
BNATURE_108.jpg,ছবিতে কোন খেলা খেলতে দেখা যাচ্ছে?,"['টায়ার খেলা', 'বিয়ারিং গাড়ি', 'মার্বেল', 'লুকোচুরি']",বিয়ারিং গাড়ি,Sports,P7BN108
BNATURE_1085.jpg,"ছবিতে দেখা যাচ্ছে, একটি উৎসবে অংশ নেওয়া লোকের মুখে বিশেষ চিহ্ন আঁকা হচ্ছে। বাংলাদেশে, সাধারণত কোন ধরনের উৎসবে এমন দৃশ্য পরিলক্ষিত হয়?","['ধর্মীয় উৎসব', 'পহেলা বৈশাখ', 'সাংস্কৃতিক অনুষ্ঠান', 'রাজনৈতিক সমাবেশ']",পহেলা বৈশাখ,Cultural Festivals,P7BN1085
BNATURE_1086.jpg,ছবিতে দুটি শিশু কোনো অনুষ্ঠানে বাঘের হ্যাট পরছে। বাংলাদেশের কোন উৎসবে সাধারণত এমন সাজগোজ এবং উৎসবের দৃশ্য দেখা যায়?,"['ঈদ', 'পহেলা বৈশাখ', 'দোল পূর্ণিমা', 'বিজয় দিবস']",পহেলা বৈশাখ,Cultural Festivals,P7BN1086
